transaction_id,date,warehouse_id,region,sku,product_name,category,transaction_type,quantity,customer_id,reference,unit_cost_cad,total_value_cad
TXN-0001980,2025-09-09,WH-002,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Inbound,1838,,PO-87485,10.25,18839.50
TXN-0001981,2025-09-09,WH-007,Quebec,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-683,C001,SO-94366,8.75,5976.25
TXN-0001982,2025-09-09,WH-013,West,SKU-1018,Glass Cleaner,Household Cleaning,Adjustment,9,,ADJ-47272,7.80,70.20
TXN-0001983,2025-09-09,WH-003,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,2685,,PO-79142,15.75,42288.75
TXN-0001984,2025-09-09,WH-001,Atlantic,SKU-1010,Hand Soap - Lavender,Personal Care,Outbound,-242,C008,SO-22467,8.25,1996.50
TXN-0001985,2025-09-09,WH-013,West,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-662,,SO-55327,6.50,4303.00
TXN-0001986,2025-09-09,WH-007,Quebec,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Outbound,-741,C008,SO-90258,3.75,2778.75
TXN-0001987,2025-09-09,WH-001,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,2361,,PO-74662,15.75,37185.75
TXN-0001988,2025-09-09,WH-011,West,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Transfer,-184,,TR-39362,4.20,772.80
TXN-0001989,2025-09-09,WH-001,Atlantic,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Inbound,1822,,PO-67105,4.50,8199.00
TXN-0001990,2025-09-09,WH-004,Ontario,SKU-1005,Sparkling Water - Lemon,Beverages,Inbound,2010,,PO-80458,5.50,11055.00
TXN-0001991,2025-09-09,WH-001,Atlantic,SKU-1022,Probiotics Daily,Health & Wellness,Transfer,-368,,TR-16291,22.50,8280.00
TXN-0001992,2025-09-09,WH-005,Ontario,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Inbound,2054,,PO-45377,3.75,7702.50
TXN-0001993,2025-09-10,WH-003,Atlantic,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-345,C003,SO-51855,6.80,2346.00
TXN-0001994,2025-09-10,WH-003,Atlantic,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-946,C008,SO-97586,14.25,13480.50
TXN-0001995,2025-09-10,WH-002,Atlantic,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-1283,C008,SO-96673,6.25,8018.75
TXN-0001996,2025-09-10,WH-008,Quebec,SKU-1008,Coconut Water Organic,Beverages,Outbound,-1088,C004,SO-22032,9.25,10064.00
TXN-0001997,2025-09-10,WH-005,Ontario,SKU-1024,Multivitamin Adult,Health & Wellness,Inbound,839,,PO-56269,14.25,11955.75
TXN-0001998,2025-09-10,WH-009,Quebec,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-521,C002,SO-19849,8.75,4558.75
TXN-0001999,2025-09-10,WH-008,Quebec,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Inbound,1385,,PO-71361,5.25,7271.25
TXN-0002000,2025-09-10,WH-007,Quebec,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-797,C004,SO-87401,4.25,3387.25
TXN-0002001,2025-09-10,WH-013,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-741,C005,SO-69509,6.25,4631.25
TXN-0002002,2025-09-10,WH-011,West,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Transfer,-446,,TR-57663,6.80,3032.80
TXN-0002003,2025-09-10,WH-007,Quebec,SKU-1014,Deodorant - Fresh Scent,Personal Care,Transfer,203,,TR-34635,10.25,2080.75
TXN-0002004,2025-09-10,WH-002,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Outbound,-729,C010,SO-94984,9.25,6743.25
TXN-0002005,2025-09-10,WH-002,Atlantic,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-319,C002,SO-41531,6.80,2169.20
TXN-0002006,2025-09-10,WH-001,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Inbound,617,,PO-72421,10.25,6324.25
TXN-0002007,2025-09-10,WH-011,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-643,C002,SO-82129,6.25,4018.75
TXN-0002008,2025-09-10,WH-002,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-408,C007,SO-75823,12.50,5100.00
TXN-0002009,2025-09-10,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-1003,C005,SO-58467,6.25,6268.75
TXN-0002010,2025-09-10,WH-002,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Outbound,-965,C004,SO-48535,5.25,5066.25
TXN-0002011,2025-09-10,WH-004,Ontario,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,1630,,PO-79410,15.75,25672.50
TXN-0002012,2025-09-10,WH-010,West,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-323,C001,SO-94717,9.75,3149.25
TXN-0002013,2025-09-10,WH-004,Ontario,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,717,,PO-14677,4.20,3011.40
TXN-0002014,2025-09-10,WH-010,West,SKU-1008,Coconut Water Organic,Beverages,Inbound,2679,,PO-23242,9.25,24780.75
TXN-0002015,2025-09-10,WH-005,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Transfer,466,,TR-61368,8.75,4077.50
TXN-0002016,2025-09-10,WH-007,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,1598,,PO-74903,4.20,6711.60
TXN-0002017,2025-09-10,WH-004,Ontario,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-811,C005,SO-88159,5.50,4460.50
TXN-0002018,2025-09-10,WH-005,Ontario,SKU-1023,Fiber Supplement Powder,Health & Wellness,Inbound,1258,,PO-75960,16.75,21071.50
TXN-0002019,2025-09-10,WH-012,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-725,C004,SO-32312,11.25,8156.25
TXN-0002020,2025-09-10,WH-006,Ontario,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Inbound,1267,,PO-53536,12.50,15837.50
TXN-0002021,2025-09-10,WH-008,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Adjustment,35,,ADJ-72206,6.80,238.00
TXN-0002022,2025-09-10,WH-007,Quebec,SKU-1010,Hand Soap - Lavender,Personal Care,Inbound,1580,,PO-20089,8.25,13035.00
TXN-0002023,2025-09-10,WH-003,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-119,C010,SO-56156,12.50,1487.50
TXN-0002024,2025-09-10,WH-008,Quebec,SKU-1018,Glass Cleaner,Household Cleaning,Inbound,1513,,PO-71940,7.80,11801.40
TXN-0002025,2025-09-10,WH-002,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Transfer,448,,TR-39922,5.25,2352.00
TXN-0002026,2025-09-10,WH-009,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1100,,PO-22308,6.25,6875.00
TXN-0002027,2025-09-10,WH-002,Atlantic,SKU-1009,Cold Brew Coffee RTD,Beverages,Transfer,331,,TR-55977,7.50,2482.50
TXN-0002028,2025-09-10,WH-009,Quebec,SKU-1008,Coconut Water Organic,Beverages,Outbound,-619,,SO-70129,9.25,5725.75
TXN-0002029,2025-09-10,WH-001,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-783,C009,SO-97023,12.50,9787.50
TXN-0002030,2025-09-10,WH-010,West,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Inbound,2627,,PO-93859,9.75,25613.25
TXN-0002031,2025-09-10,WH-001,Atlantic,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Adjustment,-22,,ADJ-96424,6.80,149.60
TXN-0002032,2025-09-10,WH-003,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-600,C010,SO-66455,12.50,7500.00
TXN-0002033,2025-09-10,WH-006,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-496,C007,SO-93720,4.25,2108.00
TXN-0002034,2025-09-10,WH-002,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Transfer,378,,TR-79062,9.25,3496.50
TXN-0002035,2025-09-10,WH-003,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Transfer,269,,TR-87220,9.25,2488.25
TXN-0002036,2025-09-10,WH-007,Quebec,SKU-1008,Coconut Water Organic,Beverages,Outbound,-184,C010,SO-78167,9.25,1702.00
TXN-0002037,2025-09-10,WH-012,West,SKU-1010,Hand Soap - Lavender,Personal Care,Transfer,321,,TR-84273,8.25,2648.25
TXN-0002038,2025-09-10,WH-013,West,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,534,,PO-75395,12.50,6675.00
TXN-0002039,2025-09-10,WH-011,West,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-407,C009,SO-47982,6.80,2767.60
TXN-0002040,2025-09-10,WH-010,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-721,C008,SO-47782,18.50,13338.50
TXN-0002041,2025-09-10,WH-002,Atlantic,SKU-1009,Cold Brew Coffee RTD,Beverages,Inbound,667,,PO-38485,7.50,5002.50
TXN-0002042,2025-09-10,WH-005,Ontario,SKU-1018,Glass Cleaner,Household Cleaning,Inbound,2500,,PO-50084,7.80,19500.00
TXN-0002043,2025-09-10,WH-001,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-101,C001,SO-42955,6.50,656.50
TXN-0002044,2025-09-10,WH-003,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Transfer,-243,,TR-21272,12.50,3037.50
TXN-0002045,2025-09-10,WH-012,West,SKU-1008,Coconut Water Organic,Beverages,Inbound,1305,,PO-66629,9.25,12071.25
TXN-0002046,2025-09-10,WH-010,West,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Inbound,631,,PO-72020,3.75,2366.25
TXN-0002047,2025-09-10,WH-006,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Transfer,297,,TR-62312,8.75,2598.75
TXN-0002048,2025-09-10,WH-002,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Transfer,-195,,TR-83912,9.25,1803.75
TXN-0002049,2025-09-10,WH-007,Quebec,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Transfer,-204,,TR-42770,12.50,2550.00
TXN-0002050,2025-09-10,WH-003,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-716,C005,SO-21219,6.50,4654.00
TXN-0002051,2025-09-10,WH-005,Ontario,SKU-1018,Glass Cleaner,Household Cleaning,Transfer,-264,,TR-59278,7.80,2059.20
TXN-0002052,2025-09-10,WH-013,West,SKU-1013,Toothpaste - Whitening,Personal Care,Inbound,2656,,PO-67920,6.50,17264.00
TXN-0002053,2025-09-10,WH-012,West,SKU-1010,Hand Soap - Lavender,Personal Care,Outbound,-832,C008,SO-56424,8.25,6864.00
TXN-0002054,2025-09-10,WH-007,Quebec,SKU-1014,Deodorant - Fresh Scent,Personal Care,Outbound,-940,C008,SO-13627,10.25,9635.00
TXN-0002055,2025-09-10,WH-009,Quebec,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Adjustment,3,,ADJ-21590,4.50,13.50
TXN-0002056,2025-09-10,WH-013,West,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-719,C004,SO-86064,6.80,4889.20
TXN-0002057,2025-09-10,WH-009,Quebec,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,2725,,PO-84130,12.50,34062.50
TXN-0002058,2025-09-10,WH-005,Ontario,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Outbound,-904,C003,SO-62814,5.25,4746.00
TXN-0002059,2025-09-10,WH-011,West,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Outbound,-1160,C008,SO-17123,4.50,5220.00
TXN-0002060,2025-09-10,WH-002,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Inbound,938,,PO-53710,5.25,4924.50
TXN-0002061,2025-09-10,WH-010,West,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Transfer,346,,TR-17977,4.20,1453.20
TXN-0002062,2025-09-10,WH-002,Atlantic,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-1146,C001,SO-36878,16.75,19195.50
TXN-0002063,2025-09-10,WH-009,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-1114,C003,SO-39300,6.80,7575.20
TXN-0002064,2025-09-10,WH-011,West,SKU-1020,Vitamin C Gummies,Health & Wellness,Transfer,421,,TR-10845,8.75,3683.75
TXN-0002065,2025-09-10,WH-013,West,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-511,C002,SO-18800,9.75,4982.25
TXN-0002066,2025-09-10,WH-001,Atlantic,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-347,C009,SO-22696,6.80,2359.60
TXN-0002067,2025-09-10,WH-004,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Inbound,600,,PO-76296,4.25,2550.00
TXN-0002068,2025-09-10,WH-008,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,998,,PO-49311,15.75,15718.50
TXN-0002069,2025-09-10,WH-007,Quebec,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Adjustment,-20,,ADJ-81659,9.75,195.00
TXN-0002070,2025-09-10,WH-005,Ontario,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-1447,C010,SO-26147,11.25,16278.75
TXN-0002071,2025-09-10,WH-007,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-478,C003,SO-96175,6.80,3250.40
TXN-0002072,2025-09-10,WH-004,Ontario,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-1219,C004,SO-72411,5.50,6704.50
TXN-0002073,2025-09-10,WH-008,Quebec,SKU-1009,Cold Brew Coffee RTD,Beverages,Inbound,909,,PO-87170,7.50,6817.50
TXN-0002074,2025-09-10,WH-008,Quebec,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-901,C007,SO-24068,12.50,11262.50
TXN-0002075,2025-09-10,WH-008,Quebec,SKU-1013,Toothpaste - Whitening,Personal Care,Transfer,114,,TR-69910,6.50,741.00
TXN-0002076,2025-09-10,WH-002,Atlantic,SKU-1018,Glass Cleaner,Household Cleaning,Outbound,-1288,C005,SO-14467,7.80,10046.40
TXN-0002077,2025-09-10,WH-011,West,SKU-1020,Vitamin C Gummies,Health & Wellness,Transfer,-183,,TR-56494,8.75,1601.25
TXN-0002078,2025-09-10,WH-003,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Transfer,-266,,TR-30750,10.25,2726.50
TXN-0002079,2025-09-10,WH-006,Ontario,SKU-1016,Dish Soap - Citrus,Household Cleaning,Transfer,207,,TR-78820,6.25,1293.75
TXN-0002080,2025-09-10,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1120,,PO-56119,6.25,7000.00
TXN-0002081,2025-09-10,WH-011,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-1041,C003,SO-46482,16.75,17436.75
TXN-0002082,2025-09-10,WH-013,West,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-906,C002,SO-94559,14.25,12910.50
TXN-0002083,2025-09-10,WH-008,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Adjustment,27,,ADJ-96372,15.75,425.25
TXN-0002084,2025-09-10,WH-003,Atlantic,SKU-1018,Glass Cleaner,Household Cleaning,Outbound,-1138,C009,SO-43977,7.80,8876.40
TXN-0002085,2025-09-10,WH-003,Atlantic,SKU-1022,Probiotics Daily,Health & Wellness,Outbound,-1289,C006,SO-86610,22.50,29002.50
TXN-0002086,2025-09-10,WH-010,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,620,,PO-30863,15.75,9765.00
TXN-0002087,2025-09-10,WH-004,Ontario,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-1122,C008,SO-52422,4.20,4712.40
TXN-0002088,2025-09-10,WH-013,West,SKU-1007,Energy Drink - Arctic Blast,Beverages,Adjustment,43,,ADJ-41013,8.75,376.25
TXN-0002089,2025-09-10,WH-002,Atlantic,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-886,C007,SO-18437,5.50,4873.00
TXN-0002090,2025-09-10,WH-001,Atlantic,SKU-1019,Disinfecting Wipes,Household Cleaning,Inbound,653,,PO-19552,11.25,7346.25
TXN-0002091,2025-09-10,WH-008,Quebec,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-1392,C001,SO-32815,14.25,19836.00
TXN-0002092,2025-09-10,WH-006,Ontario,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-873,C003,SO-93544,4.20,3666.60
TXN-0002093,2025-09-10,WH-010,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,1534,,PO-74369,18.50,28379.00
TXN-0002094,2025-09-10,WH-008,Quebec,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Inbound,1324,,PO-31245,12.50,16550.00
TXN-0002095,2025-09-10,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Transfer,-402,,TR-92459,6.25,2512.50
TXN-0002096,2025-09-10,WH-011,West,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,1075,,PO-10686,4.20,4515.00
TXN-0002097,2025-09-10,WH-006,Ontario,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-1219,C002,SO-54657,14.25,17370.75
TXN-0002098,2025-09-10,WH-003,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-1415,C009,SO-75034,12.50,17687.50
TXN-0002099,2025-09-10,WH-004,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-1070,C009,SO-56151,4.25,4547.50
TXN-0002100,2025-09-10,WH-006,Ontario,SKU-1019,Disinfecting Wipes,Household Cleaning,Transfer,134,,TR-66034,11.25,1507.50
TXN-0002101,2025-09-10,WH-011,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Transfer,-209,,TR-77796,15.75,3291.75
TXN-0002102,2025-09-10,WH-005,Ontario,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,1444,,PO-16747,4.20,6064.80
TXN-0002103,2025-09-10,WH-010,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-558,C005,SO-42949,18.50,10323.00
TXN-0002104,2025-09-10,WH-007,Quebec,SKU-1022,Probiotics Daily,Health & Wellness,Outbound,-423,C005,SO-19801,22.50,9517.50
TXN-0002105,2025-09-10,WH-009,Quebec,SKU-1018,Glass Cleaner,Household Cleaning,Inbound,2620,,PO-90117,7.80,20436.00
TXN-0002106,2025-09-10,WH-009,Quebec,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-216,C009,SO-24532,7.50,1620.00
TXN-0002107,2025-09-10,WH-010,West,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Transfer,-366,,TR-14230,9.75,3568.50
TXN-0002108,2025-09-10,WH-006,Ontario,SKU-1013,Toothpaste - Whitening,Personal Care,Inbound,1870,,PO-17784,6.50,12155.00
TXN-0002109,2025-09-10,WH-003,Atlantic,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-775,C001,SO-40882,4.25,3293.75
TXN-0002110,2025-09-10,WH-008,Quebec,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Transfer,-212,,TR-55330,3.75,795.00
TXN-0002111,2025-09-10,WH-002,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-1354,C002,SO-82276,6.50,8801.00
TXN-0002112,2025-09-10,WH-008,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,670,,PO-23639,6.80,4556.00
TXN-0002113,2025-09-10,WH-001,Atlantic,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-1431,C006,SO-66559,9.75,13952.25
TXN-0002114,2025-09-10,WH-008,Quebec,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-566,C001,SO-17255,7.50,4245.00
TXN-0002115,2025-09-10,WH-001,Atlantic,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-501,C009,SO-89709,14.25,7139.25
TXN-0002116,2025-09-10,WH-007,Quebec,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-137,C009,SO-73199,12.50,1712.50
TXN-0002117,2025-09-10,WH-001,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-356,C007,SO-65945,15.75,5607.00
TXN-0002118,2025-09-10,WH-009,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,983,,PO-90694,6.80,6684.40
TXN-0002119,2025-09-10,WH-006,Ontario,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,2288,,PO-17592,12.50,28600.00
TXN-0002120,2025-09-10,WH-004,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Inbound,541,,PO-39769,8.75,4733.75
TXN-0002121,2025-09-10,WH-007,Quebec,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-1198,C010,SO-16000,16.75,20066.50
TXN-0002122,2025-09-10,WH-013,West,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Transfer,-373,,TR-17425,4.50,1678.50
TXN-0002123,2025-09-10,WH-003,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Inbound,679,,PO-51173,10.25,6959.75
TXN-0002124,2025-09-10,WH-006,Ontario,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-600,C005,SO-27002,11.25,6750.00
TXN-0002125,2025-09-10,WH-010,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-350,C002,SO-20011,15.75,5512.50
TXN-0002126,2025-09-10,WH-005,Ontario,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,1962,,PO-38873,18.50,36297.00
TXN-0002127,2025-09-10,WH-008,Quebec,SKU-1022,Probiotics Daily,Health & Wellness,Outbound,-851,C009,SO-48362,22.50,19147.50
TXN-0002128,2025-09-10,WH-011,West,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-647,,SO-80964,8.75,5661.25
TXN-0002129,2025-09-10,WH-009,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,2182,,PO-91509,4.20,9164.40
TXN-0002130,2025-09-10,WH-008,Quebec,SKU-1008,Coconut Water Organic,Beverages,Inbound,1061,,PO-78287,9.25,9814.25
TXN-0002131,2025-09-10,WH-004,Ontario,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-531,C002,SO-58809,7.50,3982.50
TXN-0002132,2025-09-11,WH-013,West,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,1462,,PO-67708,6.80,9941.60
TXN-0002133,2025-09-11,WH-011,West,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-333,C001,SO-75392,14.25,4745.25
TXN-0002134,2025-09-11,WH-001,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Inbound,2073,,PO-49375,9.25,19175.25
TXN-0002135,2025-09-11,WH-002,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Inbound,2997,,PO-60323,5.25,15734.25
TXN-0002136,2025-09-11,WH-008,Quebec,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Transfer,-304,,TR-39418,4.50,1368.00
TXN-0002137,2025-09-11,WH-004,Ontario,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,2265,,PO-79794,15.75,35673.75
TXN-0002138,2025-09-11,WH-001,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-1209,C006,SO-13406,12.50,15112.50
TXN-0002139,2025-09-11,WH-010,West,SKU-1024,Multivitamin Adult,Health & Wellness,Transfer,-366,,TR-13584,14.25,5215.50
TXN-0002140,2025-09-11,WH-006,Ontario,SKU-1023,Fiber Supplement Powder,Health & Wellness,Transfer,-278,,TR-24314,16.75,4656.50
TXN-0002141,2025-09-11,WH-009,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Adjustment,36,,ADJ-47672,15.75,567.00
TXN-0002142,2025-09-11,WH-009,Quebec,SKU-1014,Deodorant - Fresh Scent,Personal Care,Outbound,-1263,C009,SO-44091,10.25,12945.75
TXN-0002143,2025-09-11,WH-003,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-587,C003,SO-11990,15.75,9245.25
TXN-0002144,2025-09-11,WH-005,Ontario,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Adjustment,-40,,ADJ-42759,12.50,500.00
TXN-0002145,2025-09-11,WH-013,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,2839,,PO-61721,18.50,52521.50
TXN-0002146,2025-09-11,WH-001,Atlantic,SKU-1019,Disinfecting Wipes,Household Cleaning,Inbound,1600,,PO-96406,11.25,18000.00
TXN-0002147,2025-09-11,WH-005,Ontario,SKU-1020,Vitamin C Gummies,Health & Wellness,Transfer,-189,,TR-50225,8.75,1653.75
TXN-0002148,2025-09-11,WH-010,West,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-641,C003,SO-68170,12.50,8012.50
TXN-0002149,2025-09-11,WH-008,Quebec,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Outbound,-1055,C001,SO-57018,4.50,4747.50
TXN-0002150,2025-09-11,WH-008,Quebec,SKU-1020,Vitamin C Gummies,Health & Wellness,Transfer,-389,,TR-85965,8.75,3403.75
TXN-0002151,2025-09-11,WH-002,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Transfer,-218,,TR-67729,9.25,2016.50
TXN-0002152,2025-09-11,WH-003,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Outbound,-665,C005,SO-74871,9.25,6151.25
TXN-0002153,2025-09-11,WH-003,Atlantic,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-400,C010,SO-95980,8.75,3500.00
TXN-0002154,2025-09-11,WH-001,Atlantic,SKU-1007,Energy Drink - Arctic Blast,Beverages,Inbound,657,,PO-34150,8.75,5748.75
TXN-0002155,2025-09-11,WH-011,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Transfer,-204,,TR-82536,6.25,1275.00
TXN-0002156,2025-09-11,WH-012,West,SKU-1007,Energy Drink - Arctic Blast,Beverages,Inbound,1561,,PO-43743,8.75,13658.75
TXN-0002157,2025-09-11,WH-001,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Transfer,-320,,TR-88719,12.50,4000.00
TXN-0002158,2025-09-11,WH-004,Ontario,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,2576,,PO-68171,12.50,32200.00
TXN-0002159,2025-09-11,WH-002,Atlantic,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1335,,PO-52701,6.25,8343.75
TXN-0002160,2025-09-11,WH-010,West,SKU-1011,Body Lotion - Unscented,Personal Care,Transfer,-152,,TR-94133,12.50,1900.00
TXN-0002161,2025-09-11,WH-007,Quebec,SKU-1009,Cold Brew Coffee RTD,Beverages,Inbound,1837,,PO-89556,7.50,13777.50
